Customer_Id,First_Name,Last_Name,Birth_Date,Join_Date,City,State,Street,main_phone_num,secondary_phone_num,fax,monthly_discount,pack_id,gender,martial_status
172,Josue,Harris,1968-08-10,2010-10-26,Hollywood,Florida,2947 McLaren Avenue,510.470.1846,915.775.4155,778.506.7900,$6.00,41,Male,Married
173,Al,Cooper,1965-04-06,2007-07-27,Naperville,Illinois,"3533 Fitch Street ",585.574.9872,978.922.5972,762.467.7123,$3.00,23,Male,Divorced
174,Gary,King,1982-07-16,2005-04-17,Mesquite,Texas,7398 Mint Street,567.507.5007,992.563.6966,710.897.9429,$2.00,1,Female,Single
175,Alphonso,Lee,1982-11-13,2010-02-01,Sunnyvale,California,"3666 Polk Street ",582.935.6831,NULL,749.403.1793,$22.00,41,Male,Divorced
176,Brant,Martin,1981-04-07,2010-02-16,Dayton,Ohio,4949 La Salle,557.232.9961,940.479.2817,728.834.8102,NULL,41,Female,widowed
177,Cedric,Clarke,1987-08-28,2005-09-11,Cary,North Carolina,"3694 Battery Street ",573.985.3508,946.234.9077,785.367.9119,$7.00,7,Male,Married
178,Clark,James,1966-04-12,2005-03-17,Orange,California,5807 Whipple Avenue,584.479.8597,963.400.3385,723.402.2663,$28.00,NULL,Female,Married
179,Cortez,Morgan,1981-02-16,2008-12-11,Pasadena,California,"9107 Post Street ",592.889.8105,977.396.2912,728.328.9797,$13.00,34,Male,widowed
180,Kelly,Hughes,1979-04-05,2007-02-01,Fullerton,California,8547 Noe Street,515.675.1257,979.692.7938,749.157.6605,$9.00,23,Female,widowed
181,Luke,Edwards,1966-10-04,2007-07-05,Hampton,Virginia,"5991 Ellis Street ",575.921.3984,951.451.8404,744.390.4522,NULL,27,Female,Single
182,Delmar,Hill,1989-08-07,2009-07-19,Clarksville,Tennessee,"6068 Polk Street ",540.421.7470,921.480.6639,NULL,$15.00,37,Male,Married
183,Roland,Moore,1960-07-23,2008-06-15,McKinney,Texas,"7921 Brannan Street ",562.704.7923,NULL,728.647.4700,$25.00,NULL,Male,Married
184,Mike,Clark,1966-01-28,2009-01-05,Warren,Michigan,5975 Noe Street,536.750.3185,962.419.7991,769.395.7417,$3.00,39,Female,Married
185,Emory,Harrison,1981-11-24,2009-09-20,McAllen,Texas,7424 Halleck Street,543.717.5373,987.196.7392,796.853.1842,$9.00,39,Female,Divorced
186,Leandro,Scott,1988-03-22,2009-10-07,West Valley City,Utah,"9005 Boalt Street ",570.731.2716,995.548.5645,710.690.1687,$9.00,39,Female,Single
187,Thomas,Young,1989-06-27,2009-10-01,Columbia,South Carolina,3997 Franklin Street,598.901.1970,967.130.4544,746.560.1670,NULL,37,Female,Married
188,Domenic,Morris,1963-01-13,2006-01-25,Killeen,Texas,"3310 Lick Place ",538.772.7460,955.660.1883,766.859.3377,$15.00,13,Male,Married
189,Tyler,Hall,1977-12-18,2006-08-03,New Haven,Connecticut,"6787 Lick Place ",529.250.4936,972.521.8147,746.689.9722,$20.00,18,Female,Married
190,Errol,Ward,1989-04-25,2009-05-26,Topeka,Kansas,"2279 Bartlett Street ",511.448.5701,959.141.3085,NULL,$6.00,37,Male,widowed
191,Stacey,Turner,1960-09-05,2010-06-13,Thousand Oaks,California,8300 Alvarado Street,572.863.9216,957.555.9080,747.920.2671,$14.00,NULL,Male,Divorced
192,Davis,Carter,1985-07-02,2006-10-26,Olathe,Kansas,6423 Hyde Street,566.677.2091,975.346.7938,NULL,$18.00,NULL,Male,Married
193,Harrison,Phillips,1981-02-16,2005-07-09,Cedar Rapids,Iowa,"3375 Griffith Street ",549.356.9341,983.183.1399,730.596.8418,$15.00,NULL,Female,Married
194,Enrique,Mitchell,1990-09-05,2005-03-19,Waco,Texas,7696 King Street,595.843.8430,990.480.3639,767.820.4777,$19.00,1,Female,Married
195,Cory,Patel,1982-04-16,2010-10-01,Visalia,California,"8780 Spear Street ",549.108.9476,978.195.3750,NULL,$29.00,42,Female,Single
196,Ariel,Adams,1980-08-17,2005-02-22,Elizabeth,New Jersey,9862 Sutter Street,565.479.1416,994.745.2564,779.118.7503,$29.00,1,Male,Single
197,Russel,Campbell,1972-12-08,2006-01-18,Simi Valley,California,1446 Wallace Avenue,537.408.7269,NULL,720.837.6523,$16.00,18,Male,Divorced
198,Chadwick,Anderson,1968-03-07,2006-04-01,Gainesville,Florida,"8862 Donahue Street ",578.886.8930,NULL,736.691.1889,NULL,13,Female,widowed
199,Lucas,Allen,1973-01-26,2010-12-24,Hartford,Connecticut,"1320 Sunset Boulevard ",525.154.3329,939.543.9762,766.992.2287,$13.00,42,Male,Married
200,Rocky,Cook,1962-10-05,2007-08-10,Bellevue,Washington,"2042 Treat Avenue ",584.693.4590,983.917.6883,766.471.9788,NULL,27,Female,Married
201,Antonia,Bailey,1968-02-01,2008-10-08,Miramar,Florida,"4980 Funston Avenue ",589.743.5105,931.267.7501,715.510.4632,$17.00,NULL,Female,Divorced
202,Buddy,Parker,1978-07-07,2009-07-03,Concord,California,"5770 Galindo Avenue ",521.259.3813,958.793.1406,722.974.9054,$21.00,37,Female,Single
203,Eugenio,Miller,1977-08-27,2005-05-28,Stamford,Connecticut,9267 McKinnon Avenue,544.317.8051,965.416.8109,750.892.9278,$26.00,7,Female,Divorced
204,Burton,Davis,1976-05-05,2007-06-07,Coral Springs,Florida,9805 Folsom Street,595.535.2360,983.311.7460,NULL,$3.00,27,Female,Single
205,Rufus,Murphy,1983-02-04,2010-05-04,Charleston,South Carolina,3253 Perry Street,595.693.8699,936.442.7573,772.871.5212,$28.00,41,Female,Single
206,Neil,Price,1968-11-19,2009-03-25,Carrollton,Texas,"1319 Pixley Street ",546.548.6253,940.158.8044,NULL,$29.00,39,Female,Divorced
207,Garret,Bell,1971-02-03,2009-01-01,Lafayette,Louisiana,5282 Phelan Avenue,582.446.8508,995.116.6999,755.135.6800,$9.00,39,Female,Divorced
208,Art,Baker,1969-05-12,2009-10-05,Roseville,California,6386 Larkin Street,595.520.9406,996.410.9387,733.615.4496,$26.00,37,Female,Divorced
209,Garrett,Griffiths,1970-09-27,2006-02-11,Thornton,Colorado,"2535 Scott Street ",523.173.9602,922.133.5235,NULL,NULL,18,Female,Single
210,Damian,Kelly,1985-08-22,2009-09-13,Frisco,Texas,3832 Whipple Avenue,520.951.6402,942.467.1893,NULL,$26.00,37,Female,Married
211,Roosevelt,Simpson,1969-01-07,2010-02-25,Kent,Washington,4141 Farragut Avenue,522.964.9354,NULL,NULL,$27.00,42,Male,Divorced
212,Chet,Marshall,1965-06-18,2007-01-10,Surprise,Arizona,3541 Powell Street,597.586.4291,NULL,NULL,$16.00,27,Male,Single
213,Cornell,Collins,1990-02-07,2010-05-23,Allentown,Pennsylvania,"7644 Baker Street ",549.703.1520,NULL,792.367.4476,$24.00,41,Female,Married
214,Sandy,Bennett,1960-06-25,2010-07-05,Beaumont,Texas,"7089 Grijalva Street ",536.445.5327,985.970.2305,727.805.1742,$14.00,41,Male,Divorced
215,Melvin,Cox,1989-07-01,2008-08-05,Santa Clara,California,"3781 Cole Street ",550.749.7393,922.230.5461,770.602.1825,$7.00,31,Male,Married
216,Garry,Richardson,1971-06-11,2006-05-09,Abilene,Texas,"4206 Balboa Street ",558.225.3827,947.320.8150,737.159.8720,NULL,13,Female,Divorced
217,Ambrose,Fox,1962-04-27,2007-10-12,Evansville,Indiana,"5170 Taylor Street ",570.622.6965,NULL,792.379.6651,$13.00,27,Male,Single
218,Waldo,Gray,1966-11-25,2010-02-25,Victorville,California,4194 Bernal Heights Boulevard,535.143.1550,940.495.7493,750.442.4619,$24.00,42,Male,Divorced
219,Warren,Rose,1972-01-06,2005-10-09,Independence,Missouri,5752 Le Conte Avenue,558.747.9392,931.133.1182,783.854.6981,$7.00,7,Male,widowed
220,Conrad,Chapman,1963-02-19,2008-10-10,Denton,Texas,"5063 Post Street ",541.640.9046,934.207.3603,756.109.7236,NULL,34,Female,Divorced
221,Waylon,Hunt,1984-07-07,2009-01-13,Springfield,Illinois,2132 Rossi Avenue,518.606.1263,946.382.4196,758.363.1441,$8.00,39,Female,Single
222,Benito,Robertson,1973-12-07,2005-10-05,Vallejo,California,"7055 Tiffany Avenue ",581.505.7124,956.894.6046,792.738.6854,$17.00,7,Male,Single
223,Matthew,Shaw,1960-07-27,2009-10-16,Athens,Georgia,9224 Kirkham Street,566.687.6120,NULL,794.960.7610,$14.00,37,Male,Single
224,Gregorio,Reynolds,1965-04-26,2009-05-12,Provo,Utah,9845 Larkin Street,569.314.6474,966.675.5076,765.436.1571,$14.00,37,Female,Single
225,Kirby,Lloyd,1974-10-07,2008-09-23,Peoria,Illinois,1649 Riley Avenue,562.157.3694,NULL,785.414.4301,NULL,34,Male,widowed
226,Erwin,Ellis,1983-09-28,2010-07-23,Ann Arbor,Michigan,"5889 Balboa Street ",552.217.4546,NULL,774.962.7705,$9.00,41,Female,Married
227,Reed,Richards,1967-12-27,2009-01-22,Lansing,Michigan,6555 Newcomb Avenue,547.493.5637,991.672.8820,790.356.5727,$28.00,39,Male,Married
228,Devin,Russell,1968-04-03,2010-03-12,El Monte,California,3552 Leese Street,555.579.2571,NULL,799.441.7067,NULL,42,Male,Divorced
229,Silas,Wilkinson,1976-09-13,2005-08-12,Midland,Texas,4668 Heron Street,590.678.6032,968.205.6223,721.181.7045,$7.00,NULL,Male,Single
230,Eldon,Khan,1966-12-18,2008-03-23,Berkeley,California,6464 Lane Street,595.830.2240,945.810.3468,776.231.3590,NULL,34,Female,Married
231,Palmer,Graham,1967-06-24,2006-10-19,Norman,Oklahoma,8967 Jones Street,532.696.4489,NULL,NULL,$26.00,18,Female,Single
232,Armando,Stewart,1983-09-07,2010-03-04,Downey,California,"4344 Steuart Street ",518.679.9228,946.708.1647,791.403.5803,$3.00,41,Male,Divorced
233,Stacy,Reid,1962-10-05,2005-03-17,Costa Mesa,California,8435 Ulloa Street,591.617.1532,923.450.3870,731.752.9002,NULL,7,Male,widowed
234,Xavier,Murray,1964-01-03,2008-11-07,Murfreesboro,Tennessee,"6927 Carroll Avenue ",561.199.5998,961.126.7201,NULL,$6.00,31,Female,Single
235,Nick,Powell,1986-06-28,2006-05-11,Inglewood,California,"4828 Bartol Street ",583.475.1333,967.379.9989,735.745.2175,NULL,13,Male,widowed
236,Dino,Palmer,1988-11-04,2010-04-05,Columbia,Missouri,"3816 Hayes Street ",576.169.7234,918.156.4076,762.244.8517,NULL,41,Female,Married
237,Mack,Holmes,1973-08-08,2007-02-13,Manchester,New Hampshire,5196 Divisadero Street,548.327.7139,995.183.2361,759.244.7876,$26.00,23,Female,widowed
238,Reggie,Rogers,1982-11-26,2008-01-12,Miami Gardens,Florida,"7889 Gough Street ",518.512.9444,966.152.8494,732.152.1353,$19.00,34,Female,Single
239,Samual,Stevens,1987-09-23,2008-01-22,Elgin,Illinois,4211 Larkin Street,531.785.5220,NULL,730.487.6751,$10.00,31,Female,widowed
240,Malik,Walsh,1965-03-21,2006-10-02,Wilmington,North Carolina,9854 Market Street,548.582.6377,958.908.7492,NULL,$4.00,NULL,Male,Divorced
241,Claudio,Hunter,1974-07-15,2006-03-23,Westminster,Colorado,"3933 Tiffany Avenue ",549.695.8786,NULL,797.418.2772,NULL,13,Female,Single
242,Ray,Thomson,1986-05-15,2010-07-28,Rochester,Minnesota,"6488 Howard Street ",557.783.3507,943.861.4452,764.911.8384,$19.00,41,Male,widowed
243,Oren,Matthews,1968-09-18,2005-11-11,Clearwater,Florida,"9808 Bancroft Avenue ",524.153.4495,968.793.3573,726.765.4695,$10.00,7,Female,Married
244,Juan,Ross,1979-09-28,2008-10-18,Lowell,Massachusetts,"8580 Sanchez Street ",545.508.5201,926.922.4229,NULL,$12.00,NULL,Male,widowed
245,Paris,Owen,1966-08-09,2008-03-01,Pueblo,Colorado,"8615 Fremont Street ",556.387.5947,NULL,729.600.1516,$22.00,34,Female,Married
246,Joey,Mason,1977-06-27,2009-09-17,Arvada,Colorado,"8770 Fair Avenue ",584.494.5942,971.186.2524,NULL,$23.00,39,Female,Divorced
247,Valentine,Knight,1985-02-26,2010-01-27,San Buenaventura (Ventura),California,8755 Moraga Streeet,526.706.2031,916.484.7379,NULL,NULL,41,Female,Single
248,Tommy,Kennedy,1980-01-14,2005-07-08,Gresham,Oregon,"1811 Fitch Street ",587.787.2972,NULL,NULL,$17.00,7,Male,Single
249,Orville,Butler,1978-12-16,2009-02-08,Fargo,North Dakota,"8339 Ellis Street ",567.685.8724,916.429.8764,775.329.7681,$27.00,37,Male,Married
250,Kerry,Saunders,1973-08-03,2008-11-25,Carlsbad,California,"3811 Cabrillo Street ",515.530.9836,963.938.9453,767.878.3878,$13.00,34,Male,widowed
251,Tod,Cole,1987-06-04,2007-04-24,West Covina,California,2889 Montgomery Street,582.825.9225,981.788.1862,795.220.8324,NULL,NULL,Female,Single
252,Erasmo,Pearce,1960-10-01,2007-08-05,Norwalk,California,"1440 Clay Street ",544.518.6005,NULL,NULL,$5.00,23,Female,Married
253,Manual,Dean,1987-12-09,2010-07-04,Fairfield,California,"5106 Dolores Street ",589.719.4296,971.588.9252,721.660.2790,$25.00,42,Male,widowed
254,Marquis,Foster,1972-12-16,2006-11-07,Cambridge,Massachusetts,8952 Webster Street,591.852.3573,945.514.3571,733.627.8193,$20.00,18,Female,Married
255,Noah,Harvey,1982-04-17,2007-09-03,Murrieta,California,"7579 Bartlett Street ",546.150.3477,962.945.6856,758.869.9231,NULL,23,Female,widowed
256,Russell,Hudson,1965-04-28,2010-12-20,Green Bay,Wisconsin,"7469 Boalt Street ",579.757.4525,NULL,NULL,$15.00,41,Male,Married
257,Cristopher,Gibson,1971-04-18,2010-02-17,High Point,North Carolina,4125 Franklin Street,583.196.4005,928.961.8476,714.539.3438,NULL,42,Male,Divorced
258,Fritz,Mills,1965-01-12,2007-01-23,West Jordan,Utah,8911 Laguna Street,535.948.1824,981.936.5712,NULL,$17.00,23,Male,Divorced
259,Craig,Berry,1985-03-17,2007-10-20,Billings,Montana,"6552 Garrison Avenue ",574.652.1909,NULL,718.321.9350,$28.00,NULL,Male,Single
260,Tory,Barnes,1982-04-15,2006-01-06,Richmond,California,"2727 De Haro Street ",553.863.1364,993.381.2381,749.577.1368,$21.00,18,Female,Divorced
261,Ernesto,Pearson,1980-12-02,2006-08-14,Round Rock,Texas,"4986 Hayes Street ",525.281.4271,985.222.1323,787.141.6846,$15.00,18,Female,Single
262,Chance,Kaur,1960-01-06,2009-09-26,Everett,Washington,2498 Ringold Street,575.781.2737,924.275.2213,747.982.9016,NULL,37,Female,Single
263,Dwayne,Booth,1980-06-27,2005-07-23,Burbank,California,"6281 Ecker Street ",591.224.9026,943.199.5871,770.952.1801,$6.00,NULL,Male,Single
264,Elvis,Dixon,1986-07-20,2005-02-06,Antioch,California,"9028 Pioche Street ",524.821.9122,NULL,789.496.2023,$16.00,7,Male,Married
265,Britt,Grant,1975-02-05,2008-04-23,Wichita Falls,Texas,4845 Lane Street,542.910.1947,991.515.3431,NULL,NULL,34,Female,Single
266,Jermaine,Gordon,1974-11-17,2006-02-18,Palm Bay,Florida,7548 Jennings Street,566.176.9270,946.367.9062,787.806.5946,$29.00,18,Male,Divorced
267,Jarrett,Lane,1985-01-16,2010-08-12,Centennial,Colorado,"3348 Gilbert Street ",519.382.8717,994.406.4872,795.666.8664,$20.00,42,Male,Married
268,Warner,Harper,1985-05-10,2005-06-16,Temecula,California,"7294 Gough Street ",569.346.2911,911.353.9494,722.270.2513,$24.00,7,Male,Divorced
269,Reuben,Ali,1962-05-21,2005-05-15,Daly City,California,2641 Richardson Avenue,576.798.2354,980.588.3962,712.632.1449,$9.00,NULL,Male,widowed
270,Albert,Hart,1968-09-03,2007-11-05,Odessa,Texas,9205 Stevenson Street,552.658.8333,972.372.4409,729.387.6716,$20.00,27,Male,Single
271,Donte,Mcdonald,1971-08-07,2006-03-05,Erie,Pennsylvania,"7577 Egbert Avenue ",584.621.4400,972.303.4200,787.513.3544,$7.00,13,Male,Single
272,Irvin,Brooks,1963-06-10,2010-11-28,Richardson,Texas,2899 Hunt Street,512.751.1413,913.495.5119,NULL,$20.00,NULL,Female,Divorced
273,Booker,Ryan,1985-01-11,2010-04-04,Pompano Beach,Florida,4341 Jones Street,526.322.4371,960.263.5333,NULL,$5.00,42,Male,Divorced
274,Taylor,Carr,1976-03-16,2008-08-25,Flint,Michigan,8123 Noe Street,532.487.6943,978.198.1963,779.508.9933,$23.00,34,Male,Married
275,Ahmad,Macdonald,1969-02-04,2008-10-25,South Bend,Indiana,5558 Whipple Avenue,519.175.1184,946.765.9897,NULL,$7.00,34,Female,Divorced
276,Derrick,Hamilton,1976-11-03,2005-12-07,West Palm Beach,Florida,5901 Harrison Street,589.429.6638,NULL,792.664.5976,$6.00,1,Male,Divorced
277,Rolland,Johnston,1986-02-06,2010-10-04,Davenport,Iowa,"6888 Ralston Street ",596.468.6023,980.342.8965,772.688.7943,NULL,41,Female,Married
278,Virgilio,West,1965-03-05,2007-07-07,Rialto,California,"2387 Bancroft Avenue ",511.421.1490,966.323.9093,779.439.1528,$14.00,23,Female,Divorced
279,Cordell,Gill,1962-07-07,2007-04-16,Santa Maria,California,"3916 Fair Avenue ",565.588.4662,911.985.8926,764.906.5194,NULL,NULL,Male,Divorced
280,Kelley,Dawson,1990-03-09,2010-04-08,Broken Arrow,Oklahoma,"6748 Dow Avenue ",542.772.3712,984.254.4531,NULL,$18.00,NULL,Male,Divorced
281,Coy,Armstrong,1968-11-17,2006-09-25,New York,New York,3774 Van Ness Avenue,529.542.9803,973.541.4829,NULL,$5.00,18,Female,Divorced
282,Kristofer,Gardner,1977-03-20,2007-05-16,Los Angeles,California,3936 Folsom Street,522.287.1307,936.503.4137,733.721.3277,$6.00,23,Male,Single
283,Jeff,Stone,1977-03-13,2010-04-20,Chicago,Illinois,"5401 Fell Street ",587.357.9004,981.825.7703,717.549.3353,$30.00,41,Male,Single
284,Morton,Andrews,1965-01-20,2008-03-04,Houston,Texas,"3654 De Boom Street ",566.386.3348,NULL,721.407.5174,NULL,31,Male,Divorced
285,Wiley,Williamson,1961-09-20,2010-08-23,Philadelphia,Pennsylvania,"3719 Fitzgerald Avenue ",583.336.6000,944.819.6887,799.229.6535,$6.00,41,Male,Divorced
286,Rich,Barker,1979-07-21,2007-06-03,Phoenix,Arizona,3223 Newhall Street,543.719.9674,942.787.5421,728.737.8623,$30.00,NULL,Female,Divorced
287,Rex,George,1975-11-26,2007-08-02,San Antonio,Texas,1345 Jerrold Avenue,539.413.1305,949.420.1836,737.139.8401,$7.00,23,Male,widowed
288,Johnson,Fisher,1990-01-14,2008-02-26,San Diego,California,1773 Huntington Street,599.648.9016,NULL,764.289.6427,$7.00,31,Female,Divorced
289,Eliseo,Cunningham,1986-09-18,2005-02-15,San Jose,California,2879 Kirkwood Avenue,529.138.3770,919.422.9167,720.788.3931,$4.00,NULL,Male,widowed
290,Sherman,Watts,1988-04-14,2007-05-16,Jacksonville,Florida,7653 Van Ness Avenue,573.935.2085,912.641.6941,770.366.2657,$21.00,NULL,Male,Married
291,Darwin,Webb,1966-02-04,2007-09-01,Indianapolis,Indiana,7033 Ortega Street,542.414.5207,921.212.6688,NULL,NULL,23,Female,Single
292,Arron,Lawrence,1969-03-23,2010-12-09,Austin,Texas,"3386 Taraval street ",571.758.5303,NULL,NULL,NULL,42,Male,Married
293,Minh,Bradley,1986-09-14,2006-06-28,San Francisco,California,"5956 Eddy Street ",545.396.7557,984.645.4100,719.415.6885,NULL,18,Male,Divorced
294,Kip,Jenkins,1988-12-01,2010-05-25,Columbus,Ohio,1817 Mint Street,569.960.5309,951.895.8051,NULL,$23.00,41,Male,widowed
295,Walker,Wells,1974-12-07,2007-09-18,Fort Worth,Texas,"5792 Fulton Street ",531.633.6759,931.848.4008,724.169.4795,NULL,23,Female,Divorced
296,Alexander,Chambers,1974-11-14,2008-01-04,Charlotte,North Carolina,6403 Toland Street,528.770.6021,959.821.1751,711.910.2352,$2.00,31,Male,Single
297,Francesco,Spencer,1967-09-08,2008-09-19,Detroit,Michigan,2923 Hyde Street,552.962.4734,NULL,781.750.9867,$12.00,31,Female,Divorced
298,Bernardo,Poole,1989-06-01,2009-11-17,El Paso,Texas,9601 Franklin Street,585.284.8169,972.854.9228,NULL,NULL,39,Female,Divorced
299,Cristobal,Atkinson,1966-10-25,2005-11-21,Memphis,Tennessee,"3394 Galindo Avenue ",514.336.8102,915.890.2498,756.381.9705,$3.00,7,Male,Divorced
300,Antione,Lawson,1979-05-01,2006-11-20,Boston,Massachusetts,"3847 Hayes Street ",517.499.9013,933.686.8993,NULL,$26.00,18,Female,Divorced
301,Mathew,Smith,1961-02-26,2010-03-16,Seattle,Washington,2724 Sutter Street,553.324.1868,984.954.3823,772.775.6425,$21.00,42,Male,Married
302,Marcelo,Jones,1989-07-08,2008-03-12,Denver,Colorado,"9670 Colin P. Kelly Jr. Street ",560.957.7243,934.977.6168,796.337.5682,$6.00,31,Male,widowed
303,Ellsworth,Taylor,1971-01-11,2009-03-22,Baltimore,Maryland,2997 King Street,524.207.3330,NULL,778.790.8514,$27.00,39,Male,Single
304,Efrain,Williams,1986-09-16,2007-04-27,Washington,District of Columbia,"4653 Stanford Street ",541.161.8347,966.699.1609,771.226.9958,$7.00,23,Male,Married
305,Randy,Brown,1970-09-04,2005-03-12,Nashville,Tennessee,3288 Selby StreetSerra Boulevard,512.730.9025,NULL,783.875.2778,$24.00,7,Female,Divorced
306,Greg,Davies,1976-11-12,2009-01-14,Louisville,Kentucky,"9964 McAllister Street ",511.124.3043,972.968.4408,796.217.9716,NULL,37,Female,Divorced
307,Willy,Evans,1971-08-03,2007-11-19,Milwaukee,Wisconsin,"6530 Russ Street ",531.213.6922,948.894.2259,773.679.2361,$12.00,27,Male,Divorced
308,Anibal,Wilson,1986-12-08,2008-02-16,Portland,Oregon,4210 Powell Street,599.305.9575,950.572.5708,NULL,$30.00,34,Female,Divorced
309,Harlan,Thomas,1985-03-27,2008-01-28,Oklahoma City,Oklahoma,"1353 Broderick Street ",557.406.6808,941.368.3103,717.939.8941,NULL,34,Female,Married
310,Nathanael,Roberts,1971-01-18,2009-01-05,Las Vegas,Nevada,8175 Bernal Heights Boulevard,528.568.8973,982.379.6215,NULL,$25.00,39,Male,Divorced
311,Quinn,Johnson,1989-12-25,2005-09-01,Albuquerque,New Mexico,8635 Lawton Street,589.408.6493,910.596.1609,783.648.6473,$29.00,NULL,Female,Divorced
312,Jonathan,Lewis,1980-02-28,2007-11-11,Tucson,Arizona,"7342 Palou Avenue ",531.334.4698,NULL,NULL,$8.00,23,Female,Divorced
313,Hubert,Walker,1979-04-24,2008-06-24,Fresno,California,"4783 Shotwell Street ",536.437.7112,NULL,761.315.8932,NULL,34,Male,Single
314,Jed,Robinson,1974-07-10,2009-10-26,Sacramento,California,"1773 Scott Street ",566.960.7228,NULL,762.438.6360,NULL,39,Female,Married
315,Hobert,Wood,1986-03-25,2006-04-25,Long Beach,California,"6000 Carroll Avenue ",555.503.7966,916.441.6874,797.440.1471,$4.00,18,Female,Single
316,Stevie,Thompson,1983-03-06,2005-10-21,Kansas City,Missouri,3219 Powell Street,522.539.3210,990.589.1195,720.408.3026,$22.00,7,Female,Divorced
317,Myron,White,1989-10-14,2006-03-27,Mesa,Arizona,"7357 Garrison Avenue ",513.580.7597,NULL,741.319.5311,$13.00,18,Male,widowed
318,Shawn,Watson,1987-01-07,2008-06-27,Virginia Beach,Virginia,8076 Ulloa Street,568.943.3178,936.670.1330,NULL,$10.00,31,Male,Divorced
319,Andreas,Jackson,1987-05-07,2008-11-13,Atlanta,Georgia,5249 Stevenson Street,577.718.7940,925.195.1464,775.602.7444,$28.00,31,Female,Divorced
320,Dave,Wright,1977-03-13,2007-08-15,Colorado Springs,Colorado,"1917 Ingalls Street ",555.323.9990,958.389.9914,NULL,NULL,23,Female,Single
321,Rodrigo,Green,1960-04-04,2005-02-18,Raleigh,North Carolina,"7189 Funston Avenue ",577.460.1354,923.717.1754,748.907.2403,$20.00,1,Male,Divorced
322,Van,Harris,1977-06-01,2010-01-18,Omaha,Nebraska,"2914 Lee Avenue ",551.435.2272,963.789.2665,718.655.2300,$4.00,42,Male,Married
323,Donald,Cooper,1975-10-03,2007-07-13,Miami,Florida,8867 Harrison Street,592.126.8810,NULL,NULL,$29.00,27,Female,Divorced
324,Carrol,King,1979-07-27,2006-12-04,Tulsa,Oklahoma,8580 Peralta Avenue,520.589.4658,NULL,793.607.8590,$22.00,13,Female,Single
325,Bruno,Lee,1990-07-01,2009-06-18,Oakland,California,"4251 Fairfax Avenue ",586.600.7957,955.463.5339,NULL,$29.00,39,Female,Single
326,Monte,Martin,1967-09-08,2005-08-24,Cleveland,Ohio,"8261 Eddy Street ",544.686.4600,933.765.5682,778.899.6719,NULL,7,Male,Divorced
327,Everette,Clarke,1983-12-19,2005-06-05,Minneapolis,Minnesota,5531 Huntington Street,514.179.2941,921.207.4700,784.606.8735,$19.00,NULL,Male,Married
328,Manuel,James,1987-11-02,2010-01-17,Wichita,Kansas,"9631 Bryant Street ",565.367.4944,952.153.4134,787.214.1693,NULL,41,Male,Married
329,Oscar,Morgan,1988-07-21,2006-06-28,Arlington,Texas,5470 Huntington Street,525.115.7581,987.881.7047,712.768.9307,$18.00,13,Female,Divorced
330,Tobias,Hughes,1966-07-25,2008-07-11,New Orleans,Louisiana,"1755 Stockton Street ",571.548.7191,NULL,782.365.8326,$11.00,34,Male,Single
331,Derick,Edwards,1969-11-03,2005-12-18,Bakersfield,California,"5491 Fairfax Avenue ",573.219.2637,952.272.2892,NULL,$27.00,7,Female,Divorced
332,Darin,Hill,1988-08-21,2005-12-28,Tampa,Florida,4284 Rolph Street,510.867.7489,965.906.9828,720.333.5737,$21.00,1,Male,Single
333,Antwan,Moore,1986-05-16,2010-10-08,Anaheim,California,9513 Stanley Street,541.612.7137,941.760.2591,746.170.8347,$24.00,NULL,Female,Married
334,Edwardo,Clark,1960-11-01,2008-09-23,Honolulu,Hawaii,9484 Lyon Street,540.629.8742,943.481.7729,NULL,$23.00,31,Female,widowed
335,Kennith,Harrison,1988-11-24,2009-05-16,Aurora,Colorado,"6460 Howard Street ",532.331.9907,976.839.4946,740.950.2215,$9.00,NULL,Female,Single
336,Thurman,Scott,1986-06-14,2006-03-06,Santa Ana,California,"5470 Taylor Street ",549.670.4352,NULL,764.872.6134,$7.00,13,Female,Single
337,Emmett,Young,1960-08-26,2009-01-04,Saint Louis,Missouri,3914 Page Street,532.612.6611,930.369.4920,711.750.9933,$23.00,37,Female,Single
338,Rod,Morris,1976-01-04,2009-09-03,Riverside,California,"2615 Fair Avenue ",513.959.7906,920.795.4817,NULL,$29.00,37,Male,Married
339,Humberto,Hall,1978-09-04,2006-10-07,Corpus Christi,Texas,"9272 Taylor Street ",518.374.4092,952.847.7465,747.269.2681,$4.00,13,Male,Married
340,Terrance,Ward,1973-04-11,2006-07-02,Pittsburgh,Pennsylvania,"5295 Egbert Avenue ",517.230.4629,983.269.9506,NULL,$8.00,13,Male,Married
341,Luigi,Turner,1981-12-04,2007-04-11,Lexington,Kentucky,"8997 Cleveland Street ",541.697.3032,965.730.4273,749.190.3361,$22.00,23,Female,Married
342,Wayne,Carter,1962-09-14,2010-10-26,Stockton,California,"5777 Gordon Street ",578.938.1359,986.836.9758,NULL,$13.00,42,Female,Married
343,Noel,Phillips,1979-02-01,2010-01-09,Cincinnati,Ohio,3191 Newcomb Avenue,521.492.4341,980.977.9939,760.353.9204,$11.00,42,Male,Single
344,Carmine,Mitchell,1985-11-06,2005-04-27,Anchorage,Alaska,"6482 Judah Street ",568.909.6275,940.222.4650,791.101.3770,$30.00,1,Male,Divorced
