CustomerID,FirstName,LastName,State,City,PackageID,MonthlyDiscount,JoinDate,MainPhoneNumber,BirthDate
302,Marcelo,Jones,Denver,Colorado,31,69,26/11/2006,664-355-0156,24/07/1973
303,Ellsworth,Taylor,Baltimore,Maryland,39,16,27/11/2006,996-666-3141,15/08/1973
304,Efrain,Williams,Washington,District of Columbia,23,93,28/11/2006,656-514-7221,13/10/1975
305,Randy,Brown,Nashville,Tennessee,7,55,29/11/2006,324-659-6093,02/11/1962
306,Greg,Davies,Louisville,Kentucky,37,72,30/11/2006,390-726-8236,05/11/1979
307,Willy,Evans,Milwaukee,Wisconsin,27,43,01/12/2006,637-653-3204,02/07/1994
308,Anibal,Wilson,Portland,Oregon,34,71,02/12/2006,418-236-5806,26/04/1964
309,Harlan,Thomas,Oklahoma City,Oklahoma,34,8,03/12/2006,981-927-8756,06/05/1987
310,Nathanael,Roberts,Las Vegas,Nevada,39,46,04/12/2006,258-646-5738,01/10/1974
311,Quinn,Johnson,Albuquerque,New Mexico,,13,05/12/2006,431-292-8740,01/01/1988
312,Jonathan,Lewis,Tucson,Arizona,23,15,06/12/2006,290-137-4355,14/02/1966
313,Hubert,Walker,Fresno,California,34,29,07/12/2006,507-894-8407,20/01/1972
314,Jed,Robinson,Sacramento,California,39,18,08/12/2006,393-355-5153,28/10/1980
315,Hobert,Wood,Long Beach,California,18,94,09/12/2006,965-113-4028,14/06/1992
316,Stevie,Thompson,Kansas City,Missouri,7,29,10/12/2006,767-303-6725,08/12/1989
317,Myron,White,Mesa,Arizona,18,61,11/12/2006,294-264-1281,07/03/1986
318,Shawn,Watson,Virginia Beach,Virginia,31,36,12/12/2006,570-100-2603,24/08/1965
319,Andreas,Jackson,Atlanta,Georgia,31,32,13/12/2006,593-739-5764,09/06/1994
320,Dave,Wright,Colorado Springs,Colorado,23,7,14/12/2006,478-843-6109,28/07/1966
321,Rodrigo,Green,Raleigh,North Carolina,1,1,15/12/2006,316-415-8312,04/08/1991
322,Van,Harris,Omaha,Nebraska,42,45,16/12/2006,803-143-5086,05/11/1993
323,Donald,Cooper,Miami,Florida,27,25,17/12/2006,487-425-2262,31/05/1994
324,Carrol,King,Tulsa,Oklahoma,13,82,18/12/2006,178-520-3466,11/06/1983
325,Bruno,Lee,Oakland,California,39,71,19/12/2006,118-585-1232,28/08/1971
326,Monte,Martin,Cleveland,Ohio,7,52,20/12/2006,970-587-6205,25/02/1966
327,Everette,Clarke,Minneapolis,Minnesota,,65,21/12/2006,985-938-8832,09/05/1986
328,Manuel,James,Wichita,Kansas,41,43,22/12/2006,883-142-6241,17/01/1986
329,Oscar,Morgan,Arlington,Texas,13,82,23/12/2006,955-146-8940,30/06/1976
330,Tobias,Hughes,New Orleans,Louisiana,34,97,24/12/2006,391-473-5523,19/02/1969
331,Derick,Edwards,Bakersfield,California,7,28,25/12/2006,694-937-5112,26/12/1967
332,Darin,Hill,Tampa,Florida,1,28,26/12/2006,336-191-0248,12/08/1990
333,Antwan,Moore,Anaheim,California,,17,27/12/2006,711-933-4638,04/11/1979
334,Edwardo,Clark,Honolulu,Hawaii,31,54,28/12/2006,132-816-3726,15/09/1969
335,Kennith,Harrison,Aurora,Colorado,,96,29/12/2006,813-997-5635,03/06/1991
336,Thurman,Scott,Santa Ana,California,13,71,30/12/2006,941-106-0336,15/02/1984
337,Emmett,Young,Saint Louis,Missouri,37,99,31/12/2006,320-606-9108,19/07/1983
338,Rod,Morris,Riverside,California,37,91,01/01/2007,470-577-2963,14/05/1989
339,Humberto,Hall,Corpus Christi,Texas,13,17,02/01/2007,183-700-6336,17/02/1969
340,Terrance,Ward,Pittsburgh,Pennsylvania,13,4,03/01/2007,834-330-0650,17/07/1978
341,Luigi,Turner,Lexington,Kentucky,23,86,04/01/2007,293-341-7866,21/07/1971
342,Wayne,Carter,Stockton,California,42,60,05/01/2007,407-761-1373,21/10/1968
343,Noel,Phillips,Cincinnati,Ohio,42,83,06/01/2007,931-652-1255,03/04/1976
344,Carmine,Mitchell,Anchorage,Alaska,1,20,07/01/2007,224-931-0869,07/11/1993
345,Dong,Patel,Saint Paul,Minnesota,31,21,08/01/2007,107-465-0399,13/05/1991
346,Robby,Adams,Toledo,Ohio,27,98,09/01/2007,702-455-8044,11/09/1994
347,Casey,Campbell,Newark,New Jersey,13,47,10/01/2007,338-387-3858,21/01/1984
348,Stephan,Anderson,Greensboro,North Carolina,37,54,11/01/2007,387-656-0816,21/09/1978
349,Ashley,Allen,Plano,Texas,18,77,12/01/2007,983-468-2113,05/03/1972
350,Logan,Cook,Lincoln,Nebraska,41,70,13/01/2007,510-433-7154,12/01/1980
351,Scot,Bailey,Buffalo,New York,42,76,14/01/2007,551-568-5848,29/03/1971
352,Ulysses,Parker,Henderson,Nevada,42,80,15/01/2007,334-395-2107,21/07/1993
353,Jimmie,Miller,Fort Wayne,Indiana,34,81,16/01/2007,928-732-6304,19/12/1964
354,Gregory,Davis,Jersey City,New Jersey,7,80,17/01/2007,440-048-7468,05/05/1988
355,Pablo,Murphy,Chula Vista,California,39,4,18/01/2007,597-755-2763,27/11/1983
356,Enoch,Price,Saint Petersburg,Florida,39,16,19/01/2007,419-472-1008,15/12/1982
357,Fausto,Bell,Orlando,Florida,1,19,20/01/2007,435-952-1843,15/05/1974
358,Jamar,Baker,Norfolk,Virginia,31,45,21/01/2007,721-236-2610,19/12/1965
359,Randolph,Griffiths,Laredo,Texas,39,33,22/01/2007,699-570-8970,02/08/1987
360,Wilbert,Kelly,Chandler,Arizona,41,97,23/01/2007,482-881-3170,11/11/1974
361,Lawerence,Simpson,Madison,Wisconsin,1,37,24/01/2007,859-413-7609,17/03/1989
362,Thad,Marshall,Lubbock,Texas,31,40,25/01/2007,966-687-1044,09/06/1983
363,Carol,Collins,Durham,North Carolina,27,1,26/01/2007,473-193-5427,01/05/1985
364,Willard,Bennett,Winston?Salem,North Carolina,13,66,27/01/2007,642-322-2763,15/08/1975
365,Teddy,Cox,Garland,Texas,37,95,28/01/2007,227-332-6368,30/10/1990
366,Carey,Richardson,Glendale,Arizona,18,6,29/01/2007,829-471-7082,28/06/1964
367,Carmelo,Fox,Baton Rouge,Louisiana,37,1,30/01/2007,808-579-1630,21/06/1981
368,Quinton,Gray,Hialeah,Florida,27,62,31/01/2007,301-585-1063,18/05/1962
369,Maurice,Rose,Reno,Nevada,,20,01/02/2007,381-955-6612,17/11/1981
370,Milford,Chapman,Chesapeake,Virginia,37,75,02/02/2007,660-335-1185,22/02/1988
371,Victor,Hunt,Scottsdale,Arizona,13,16,03/02/2007,373-147-9860,13/05/1968
372,Salvador,Robertson,Irving,Texas,41,86,04/02/2007,670-423-6041,15/08/1971
373,Lonnie,Shaw,North Las Vegas,Nevada,41,35,05/02/2007,379-506-5627,02/04/1977
374,Terence,Reynolds,Fremont,California,41,15,06/02/2007,637-972-3316,12/01/1962
375,Jeromy,Lloyd,Irvine,California,37,72,07/02/2007,658-973-8259,02/01/1969
376,Erin,Ellis,San Bernardino,California,,41,08/02/2007,989-595-1772,06/01/1978
377,Doyle,Richards,Birmingham,Alabama,7,3,09/02/2007,465-579-2140,16/07/1990
378,Dalton,Russell,Gilbert,Arizona,42,80,10/02/2007,708-509-2517,16/02/1966
379,Ernie,Wilkinson,Rochester,New York,7,69,11/02/2007,351-386-7010,26/12/1975
380,Glenn,Khan,Boise ,Idaho,7,31,12/02/2007,460-361-5711,13/10/1983
381,Dane,Graham,Spokane,Washington,,28,13/02/2007,209-514-1314,10/04/1986
382,Olen,Stewart,Montgomery,Alabama,1,21,14/02/2007,513-885-1783,03/09/1983
383,Don,Reid,Des Moines,Iowa,42,82,15/02/2007,491-513-7234,26/05/1963
384,Kenny,Murray,Richmond,Virginia,23,30,16/02/2007,680-603-2607,29/12/1988
385,Rogelio,Powell,Fayetteville,North Carolina,,47,17/02/2007,559-516-7744,20/10/1988
386,Robin,Palmer,Modesto,California,23,96,18/02/2007,978-453-1224,22/11/1969
387,Luther,Holmes,Shreveport,Louisiana,,26,19/02/2007,824-742-3060,20/10/1974
388,Ronny,Rogers,Tacoma,Washington,,75,20/02/2007,199-030-9381,18/10/1966
389,Alfredo,Stevens,Oxnard,California,39,25,21/02/2007,233-497-4409,21/08/1970
390,Ike,Walsh,Aurora,Illinois,,78,22/02/2007,947-746-0181,12/03/1979
391,Ward,Hunter,Fontana,California,31,51,23/02/2007,112-040-6478,23/04/1975
392,Gayle,Thomson,Akron,Ohio,34,39,24/02/2007,734-497-2811,25/06/1966
393,Porter,Matthews,Moreno Valley,California,39,38,25/02/2007,457-178-0610,03/03/1991
394,Arden,Ross,Yonkers,New York,27,13,26/02/2007,178-358-5144,11/11/1964
395,Angel,Owen,Augusta,Georgia,31,97,27/02/2007,395-186-4125,08/07/1971
396,Derek,Mason,Little Rock,Arkansas,27,75,28/02/2007,551-998-6825,01/07/1990
397,Rickie,Knight,Mobile,Alabama,,33,01/03/2007,933-730-5895,18/09/1964
398,Perry,Kennedy,Columbus,Georgia,,30,02/03/2007,466-847-3859,31/07/1976
399,Myles,Butler,Amarillo,Texas,13,12,03/03/2007,287-148-5452,15/08/1975
400,Frederic,Saunders,Glendale,California,27,97,04/03/2007,599-924-3829,22/10/1973
401,Brenton,Cole,Huntington Beach,California,39,56,05/03/2007,919-795-6917,09/12/1968
402,Dexter,Pearce,Salt Lake City,Utah,39,88,06/03/2007,754-292-7908,12/01/1985
403,Russ,Dean,Grand Rapids,Michigan,42,99,07/03/2007,588-867-6781,11/05/1990
404,Harley,Foster,Tallahassee,Florida,27,40,08/03/2007,752-640-1320,11/10/1994
405,Willie,Harvey,Huntsville,Alabama,39,29,09/03/2007,963-041-9340,25/03/1962
406,Elisha,Hudson,Worcester,Massachusetts,34,59,10/03/2007,411-171-9667,18/08/1965
407,Antonio,Gibson,Knoxville,Tennessee,37,33,11/03/2007,972-659-7071,07/09/1985
408,Bernard,Mills,Newport News,Virginia,23,32,12/03/2007,300-969-6345,24/10/1967
409,Geoffrey,Berry,Grand Prairie,Texas,7,88,13/03/2007,333-433-9809,03/09/1972
410,Kraig,Barnes,Brownsville,Texas,1,44,14/03/2007,728-493-7158,12/04/1982
411,Whitney,Pearson,Providence,Rhode Island,31,20,15/03/2007,750-944-5909,20/04/1985
412,Kim,Kaur,Santa Clarita,California,27,12,16/03/2007,392-948-4016,07/02/1995
413,Gerald,Booth,Overland Park,Kansas,37,47,17/03/2007,640-576-2833,16/05/1968
414,Nelson,Dixon,Jackson,Mississippi,7,17,18/03/2007,741-184-9051,21/07/1965
415,Scottie,Grant,Garden Grove,California,31,67,19/03/2007,934-494-5011,09/01/1989
416,Miquel,Gordon,Chattanooga,Tennessee,39,58,20/03/2007,482-991-2647,14/08/1967
417,Rico,Lane,Oceanside,California,,80,21/03/2007,377-952-0033,11/05/1969
418,Orlando,Harper,Santa Rosa,California,23,8,22/03/2007,573-861-9086,01/05/1988
419,Lane,Ali,Fort Lauderdale,Florida,7,5,23/03/2007,291-252-6466,11/07/1974
420,Loren,Hart,Rancho Cucamonga,California,,90,24/03/2007,826-397-3580,17/02/1988
421,Josiah,Mcdonald,Ontario,California,7,41,25/03/2007,197-722-4695,20/02/1984
422,Cleveland,Brooks,Port Saint Lucie,Florida,31,37,26/03/2007,286-444-6570,04/12/1984
423,Fernando,Ryan,Vancouver,Washington,18,24,27/03/2007,584-895-5429,05/12/1986
424,Titus,Carr,Tempe,Arizona,1,75,28/03/2007,162-419-0927,28/10/1976
425,Shelby,Macdonald,Springfield,Missouri,1,43,29/03/2007,278-841-1863,29/09/1977
426,Federico,Hamilton,Lancaster,California,13,27,30/03/2007,147-700-6194,05/03/1970
427,Ted,Johnston,Pembroke Pines,Florida,13,21,31/03/2007,877-534-4148,19/03/1984
428,Zack,West,Cape Coral,Florida,7,85,01/04/2007,686-111-9543,03/01/1983
429,Edmond,Gill,Eugene,Oregon,,7,02/04/2007,895-000-2284,16/04/1966
430,Edmund,Dawson,Peoria,Arizona,7,53,03/04/2007,774-960-8581,12/03/1970
431,Giovanni,Armstrong,Sioux Falls,South Dakota,1,82,04/04/2007,521-079-0552,24/10/1991
432,Junior,Gardner,Salem,Oregon,42,26,05/04/2007,583-684-2391,09/10/1965
433,Jerold,Stone,Corona,California,18,98,06/04/2007,405-673-0492,02/08/1975
434,Omer,Andrews,Elk Grove,California,31,83,07/04/2007,167-342-2740,14/05/1963
435,Lloyd,Williamson,Palmdale,California,18,69,08/04/2007,870-269-6942,06/09/1979
436,Nicholas,Barker,Springfield,Massachusetts,,9,09/04/2007,813-982-5224,17/10/1964
437,Sebastian,George,Salinas,California,34,16,10/04/2007,419-897-4396,22/03/1994
438,Carl,Fisher,Pasadena,Texas,7,10,11/04/2007,195-351-9710,16/09/1990
439,Dominique,Cunningham,Rockford,Illinois,,72,12/04/2007,701-726-8171,23/07/1984
440,Nigel,Watts,Pomona,California,,46,13/04/2007,754-306-2723,10/09/1977
441,Donnie,Webb,Joliet,Illinois,,36,14/04/2007,767-387-8639,02/04/1989
442,Carroll,Lawrence,Fort Collins,Colorado,23,29,15/04/2007,900-696-0223,07/07/1984
443,Efren,Bradley,Torrance,California,39,32,16/04/2007,222-023-7278,20/05/1986
444,Randall,Jenkins,Kansas City,Kansas,39,58,17/04/2007,497-975-8431,12/10/1990
445,Donny,Wells,Paterson,New Jersey,31,80,18/04/2007,340-835-7716,23/05/1983
446,Jake,Chambers,Hayward,California,,99,19/04/2007,348-261-0678,18/11/1994
447,Allen,Spencer,Escondido,California,13,84,20/04/2007,972-211-6725,22/04/1991
448,Delmer,Poole,Bridgeport,Connecticut,18,67,21/04/2007,121-531-6642,19/12/1992
449,Trinidad,Atkinson,Syracuse,New York,13,15,22/04/2007,810-741-1443,26/07/1972
450,Dorsey,Lawson,Lakewood,Colorado,,42,23/04/2007,711-687-8490,11/02/1971
451,Laverne,Smith,Alexandria,Virginia,42,34,24/04/2007,495-233-0383,17/07/1976
452,Delbert,Jones,Hollywood,Florida,18,79,25/04/2007,721-226-9156,17/10/1972
453,Carson,Taylor,Naperville,Illinois,18,6,26/04/2007,882-381-2305,30/10/1975
454,Danny,Williams,Mesquite,Texas,41,42,27/04/2007,373-076-2365,19/01/1984
455,Joshua,Brown,Sunnyvale,California,37,93,28/04/2007,868-483-8315,10/07/1994
456,Boyd,Davies,Dayton,Ohio,13,59,29/04/2007,452-791-2484,19/04/1980
457,Jeramy,Evans,Cary,North Carolina,34,56,30/04/2007,315-115-0714,21/09/1989
458,Bernie,Wilson,Orange,California,1,73,01/05/2007,327-808-9835,28/12/1971
459,Millard,Thomas,Pasadena,California,,45,02/05/2007,875-557-9362,14/11/1980
460,Tyron,Roberts,Fullerton,California,13,54,03/05/2007,225-465-7551,12/09/1979
461,Andy,Johnson,Hampton,Virginia,39,12,04/05/2007,168-856-5118,10/07/1977
462,Jasper,Lewis,Clarksville,Tennessee,,33,05/05/2007,835-526-9056,26/09/1994
463,Major,Walker,McKinney,Texas,42,89,06/05/2007,195-564-2678,02/10/1965
464,Vaughn,Robinson,Warren,Michigan,,7,07/05/2007,189-210-7342,17/04/1991
465,Bob,Wood,McAllen,Texas,41,54,08/05/2007,730-125-9135,27/01/1983
466,Walter,Thompson,West Valley City,Utah,18,9,09/05/2007,323-732-5680,08/11/1967
467,Antwan,White,Columbia,South Carolina,31,10,10/05/2007,227-797-2533,01/09/1984
468,Tyree,Watson,Killeen,Texas,7,1,11/05/2007,699-641-3711,10/06/1974
469,Robert,Jackson,New Haven,Connecticut,18,78,12/05/2007,709-410-3218,28/10/1989
470,Daryl,Wright,Topeka,Kansas,13,41,13/05/2007,221-654-6373,14/07/1987
471,Neville,Green,Thousand Oaks,California,37,54,14/05/2007,689-425-3670,08/08/1966
472,Todd,Harris,Olathe,Kansas,41,83,15/05/2007,275-058-1332,26/02/1962
473,Arnulfo,Cooper,Cedar Rapids,Iowa,37,89,16/05/2007,899-782-6305,25/06/1987
474,Val,King,Waco,Texas,27,30,17/05/2007,569-735-0835,20/06/1964
475,Dan,Lee,Visalia,California,18,13,18/05/2007,199-360-5804,22/04/1967
476,Lazaro,Martin,Elizabeth,New Jersey,23,53,19/05/2007,410-939-9142,23/09/1988
477,Kristopher,Clarke,Simi Valley,California,39,31,20/05/2007,721-446-7726,30/04/1979
478,Isidro,James,Gainesville,Florida,23,10,21/05/2007,669-499-6421,21/10/1962
479,Rubin,Morgan,Hartford,Connecticut,18,50,22/05/2007,742-904-4382,03/03/1977
480,Cliff,Hughes,Bellevue,Washington,39,33,23/05/2007,430-902-7695,18/02/1973
481,Billy,Edwards,Miramar,Florida,7,41,24/05/2007,980-798-0399,01/02/1980
482,Dwain,Hill,Concord,California,42,78,25/05/2007,223-553-1731,28/01/1972
483,Normand,Moore,Stamford,Connecticut,27,46,26/05/2007,607-984-6104,28/10/1971
484,Wallace,Clark,Coral Springs,Florida,23,1,27/05/2007,861-687-3333,06/03/1982
485,Carmen,Harrison,Charleston,South Carolina,7,71,28/05/2007,326-441-7401,19/05/1989
486,Anthony,Scott,Carrollton,Texas,39,74,29/05/2007,906-300-0765,30/10/1984
487,Hank,Young,Lafayette,Louisiana,13,61,30/05/2007,103-634-3048,02/04/1971
488,Mohammad,Morris,Roseville,California,27,69,31/05/2007,820-317-9718,28/06/1976
489,Young,Hall,Thornton,Colorado,,81,01/06/2007,171-695-6236,07/04/1994
490,Garfield,Ward,Frisco,Texas,7,64,02/06/2007,817-472-6025,12/06/1967
491,Rupert,Turner,Kent,Washington,27,8,03/06/2007,920-041-1693,20/03/1970
492,Nickolas,Carter,Surprise,Arizona,18,24,04/06/2007,969-964-7250,08/08/1973
493,Tom,Phillips,Allentown,Pennsylvania,31,53,05/06/2007,620-781-0942,25/08/1970
494,Buster,Mitchell,Beaumont,Texas,13,13,06/06/2007,208-546-9822,01/06/1975
495,Charley,Patel,Santa Clara,California,39,23,07/06/2007,630-843-9259,24/12/1978
496,Coleman,Adams,Abilene,Texas,23,59,08/06/2007,963-920-1821,03/06/1966
497,Linwood,Campbell,Evansville,Indiana,7,95,09/06/2007,427-738-9213,16/03/1977
498,Brooks,Anderson,Victorville,California,23,27,10/06/2007,675-707-9657,26/02/1981
499,Quintin,Allen,Independence,Missouri,18,36,11/06/2007,616-088-5272,11/07/1966
500,Edgardo,Cook,Denton,Texas,,31,12/06/2007,930-692-6461,27/01/1965
501,Gus,Bailey,Springfield,Illinois,41,63,13/06/2007,920-138-3898,19/01/1988
502,Preston,Parker,Vallejo,California,41,27,14/06/2007,975-641-9273,12/05/1991
503,Florencio,Miller,Athens,Georgia,1,49,15/06/2007,672-420-2067,21/01/1995
504,Jerrod,Davis,Provo,Utah,31,63,16/06/2007,229-170-6683,25/06/1977
505,Fidel,Murphy,Peoria,Illinois,42,81,17/06/2007,957-533-2996,29/11/1971
506,Elwood,Price,Ann Arbor,Michigan,18,82,18/06/2007,876-248-8025,11/10/1965
507,Bert,Bell,Lansing,Michigan,41,96,19/06/2007,645-202-4168,11/10/1968
508,Nestor,Baker,El Monte,California,13,3,20/06/2007,965-083-0133,18/08/1964
509,Saul,Griffiths,Midland,Texas,23,22,21/06/2007,180-371-1328,29/04/1983
510,Harry,Kelly,Berkeley,California,37,13,22/06/2007,597-948-3213,07/01/1974
511,Leslie,Simpson,Norman,Oklahoma,39,66,23/06/2007,774-909-2479,08/01/1978
512,Mario,Marshall,Downey,California,1,62,24/06/2007,132-426-9004,05/08/1962
513,Darren,Collins,Costa Mesa,California,37,80,25/06/2007,649-553-2146,30/03/1973
514,Jefferson,Bennett,Murfreesboro,Tennessee,18,47,26/06/2007,321-562-7029,07/08/1965
515,Tony,Cox,Inglewood,California,31,15,27/06/2007,337-387-1491,02/03/1988
516,Aron,Richardson,Columbia,Missouri,41,16,28/06/2007,937-685-3582,11/10/1975
517,Margarito,Fox,Manchester,New Hampshire,1,45,29/06/2007,440-965-8371,05/12/1986
518,Sol,Gray,Miami Gardens,Florida,37,12,30/06/2007,605-373-6518,25/04/1975
519,Wilber,Rose,Elgin,Illinois,34,14,01/07/2007,966-438-8682,18/02/1983
520,Shane,Chapman,Wilmington,North Carolina,39,71,02/07/2007,507-761-5837,28/06/1991
521,Jerrold,Hunt,Westminster,Colorado,13,95,03/07/2007,900-175-0150,25/10/1975
522,Lavern,Robertson,Rochester,Minnesota,18,53,04/07/2007,330-708-6951,14/03/1986
523,Graham,Shaw,Clearwater,Florida,27,52,05/07/2007,861-157-4613,21/08/1969
524,Glen,Reynolds,Lowell,Massachusetts,34,74,06/07/2007,513-530-5511,23/02/1972
525,Ezra,Lloyd,Pueblo,Colorado,34,20,07/07/2007,608-533-9707,18/11/1985
526,Hai,Ellis,Arvada,Colorado,1,46,08/07/2007,275-702-4681,26/05/1973
527,Lanny,Richards,San Buenaventura (Ventura),California,,21,09/07/2007,362-208-5983,22/12/1976
528,Rosendo,Russell,Gresham,Oregon,41,14,10/07/2007,448-236-3476,31/10/1992
529,Luis,Wilkinson,Fargo,North Dakota,18,34,11/07/2007,914-731-5781,14/01/1982
530,Nathanial,Khan,Carlsbad,California,7,73,12/07/2007,415-138-7300,18/11/1971
531,Homer,Graham,West Covina,California,41,16,13/07/2007,771-025-9762,25/11/1980
532,Ezequiel,Stewart,Norwalk,California,42,36,14/07/2007,647-057-9983,15/07/1968
533,Royal,Reid,Fairfield,California,,33,15/07/2007,498-029-0436,18/02/1964
534,Denny,Murray,Cambridge,Massachusetts,18,92,16/07/2007,624-170-2544,20/03/1982
535,Ricky,Powell,Murrieta,California,,83,17/07/2007,781-285-8025,19/12/1968
536,Newton,Palmer,Green Bay,Wisconsin,23,75,18/07/2007,316-293-6290,25/09/1973
537,Elias,Holmes,High Point,North Carolina,37,21,19/07/2007,689-512-8623,13/11/1974
538,Roy,Rogers,West Jordan,Utah,37,93,20/07/2007,480-168-4798,05/08/1966
539,Jackie,Stevens,Billings,Montana,42,74,21/07/2007,987-449-2536,11/04/1981
540,Neal,Walsh,Richmond,California,42,40,22/07/2007,867-846-6847,21/05/1990
541,Wilford,Hunter,Round Rock,Texas,,55,23/07/2007,306-616-6078,27/06/1974
542,Toney,Thomson,Everett,Washington,23,6,24/07/2007,558-264-2606,20/02/1972
543,Duane,Matthews,Burbank,California,23,54,25/07/2007,158-577-5213,26/07/1990
544,Denis,Ross,Antioch,California,1,82,26/07/2007,163-487-9942,18/09/1991
545,Marcus,Owen,Wichita Falls,Texas,18,80,27/07/2007,514-970-8743,03/05/1964
546,Mariano,Mason,Palm Bay,Florida,23,2,28/07/2007,889-363-3852,03/10/1966
547,Billie,Knight,Centennial,Colorado,34,44,29/07/2007,382-038-9872,14/11/1966
548,Kory,Kennedy,Temecula,California,31,69,30/07/2007,373-269-5977,15/06/1968
549,Anton,Butler,Daly City,California,39,3,31/07/2007,248-216-5190,12/10/1971
550,Earle,Saunders,Odessa,Texas,41,50,01/08/2007,954-708-5001,02/10/1993
551,Pete,Cole,Erie,Pennsylvania,42,13,02/08/2007,595-256-7676,10/12/1988
552,Danilo,Pearce,Richardson,Texas,34,22,03/08/2007,525-680-2588,24/08/1978
553,Merrill,Dean,Pompano Beach,Florida,37,2,04/08/2007,753-848-8488,28/09/1989
554,Gordon,Foster,Flint,Michigan,37,9,05/08/2007,278-788-6663,10/09/1994
555,Marco,Harvey,South Bend,Indiana,,80,06/08/2007,881-163-8211,27/08/1983
556,Cornelius,Hudson,West Palm Beach,Florida,42,73,07/08/2007,403-739-7133,12/02/1993
557,Antone,Gibson,Davenport,Iowa,,20,08/08/2007,463-437-9762,09/04/1968
558,Jim,Mills,Rialto,California,39,31,09/08/2007,770-566-2162,08/06/1964
559,Robbie,Berry,Santa Maria,California,,3,10/08/2007,117-445-2988,25/01/1976
560,Clinton,Barnes,Broken Arrow,Oklahoma,34,86,11/08/2007,535-717-8723,16/09/1983
561,Elmer,Pearson,New York,New York,34,36,12/08/2007,843-091-4836,07/10/1976
562,Nicky,Kaur,Los Angeles,California,42,78,13/08/2007,924-101-2123,01/07/1973
563,Hunter,Booth,Chicago,Illinois,27,41,14/08/2007,802-816-4295,31/08/1962
564,Elliot,Dixon,Houston,Texas,31,66,15/08/2007,724-471-4606,16/08/1991
565,Samuel,Grant,Philadelphia,Pennsylvania,27,20,16/08/2007,587-730-9547,10/05/1976
566,Jerrell,Gordon,Phoenix,Arizona,,50,17/08/2007,559-033-3350,27/10/1979
567,Wilfred,Lane,San Antonio,Texas,1,48,18/08/2007,465-708-2451,30/01/1990
568,Abram,Harper,San Diego,California,18,53,19/08/2007,797-617-6853,12/05/1979
569,Aldo,Ali,San Jose,California,27,89,20/08/2007,687-271-1730,27/06/1973
570,Sammie,Hart,Jacksonville,Florida,7,85,21/08/2007,664-222-0945,05/07/1973
571,Woodrow,Mcdonald,Indianapolis,Indiana,42,61,22/08/2007,381-119-7525,06/06/1991
572,Wyatt,Brooks,Austin,Texas,41,7,23/08/2007,114-077-2235,10/12/1979
573,Chauncey,Ryan,San Francisco,California,31,35,24/08/2007,163-204-0061,30/05/1969
574,Eddy,Carr,Columbus,Ohio,37,73,25/08/2007,915-488-9189,19/10/1982
575,Gail,Macdonald,Fort Worth,Texas,,24,26/08/2007,606-091-1124,21/01/1995
576,Josh,Hamilton,Charlotte,North Carolina,23,69,27/08/2007,514-920-8226,27/01/1966
577,Vincenzo,Johnston,Detroit,Michigan,39,31,28/08/2007,727-926-3443,06/07/1986
578,Henry,West,El Paso,Texas,37,90,29/08/2007,610-056-4494,13/08/1975
579,Kenneth,Gill,Memphis,Tennessee,27,11,30/08/2007,957-057-2517,20/01/1993
580,Ivan,Dawson,Boston,Massachusetts,7,52,31/08/2007,909-340-0464,19/10/1981
581,Domingo,Armstrong,Seattle,Washington,34,92,01/09/2007,577-022-7500,07/11/1964
582,Julius,Gardner,Denver,Colorado,42,97,02/09/2007,999-279-3018,25/11/1976
583,Jewell,Stone,Baltimore,Maryland,,59,03/09/2007,108-127-8689,02/07/1990
584,Zane,Andrews,Washington,District of Columbia,,12,04/09/2007,466-462-8185,27/03/1962
585,Johnathan,Williamson,Nashville,Tennessee,41,34,05/09/2007,159-671-7895,25/01/1963
586,Eloy,Barker,Louisville,Kentucky,37,86,06/09/2007,308-018-1748,21/10/1962
587,Bo,George,Milwaukee,Wisconsin,13,16,07/09/2007,261-588-2470,08/12/1973
588,Doug,Fisher,Portland,Oregon,37,55,08/09/2007,631-813-7358,19/08/1990
589,Arnoldo,Cunningham,Oklahoma City,Oklahoma,31,30,09/09/2007,761-206-8385,21/09/1969
590,Lewis,Watts,Las Vegas,Nevada,39,35,10/09/2007,745-330-5499,10/10/1962
591,Malcolm,Webb,Albuquerque,New Mexico,18,62,11/09/2007,922-172-7754,21/12/1964
592,Mose,Lawrence,Tucson,Arizona,,90,12/09/2007,995-158-5893,03/04/1989
593,Harris,Bradley,Fresno,California,39,85,13/09/2007,462-079-6631,03/09/1984
594,Leigh,Jenkins,Sacramento,California,37,93,14/09/2007,811-054-3181,23/10/1963
595,Erik,Wells,Long Beach,California,,78,15/09/2007,443-636-5163,21/01/1969
596,Shaun,Chambers,Kansas City,Missouri,7,81,16/09/2007,386-882-0097,10/03/1991
597,Isaiah,Spencer,Mesa,Arizona,,81,17/09/2007,207-912-0823,09/10/1976
598,Numbers,Poole,Virginia Beach,Virginia,7,76,18/09/2007,222-165-7008,18/11/1986
599,Cody,Atkinson,Atlanta,Georgia,,58,19/09/2007,411-499-4078,10/06/1984
600,Roberto,Lawson,Colorado Springs,Colorado,31,10,20/09/2007,708-854-2266,17/01/1965
601,Lincoln,Smith,Raleigh,North Carolina,27,35,21/09/2007,945-358-9073,17/07/1968
602,Lenard,Jones,Omaha,Nebraska,37,76,22/09/2007,128-285-3922,26/04/1989
